oui,isPrivate,companyName,companyAddress,countryCode,assignmentBlockSize,dateCreated,dateUpdated
00:0C:2D,0,"FullWave Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:2E,0,"Openet information technology(shenzhen) Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:2F,0,"SeorimTechnology Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:30,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:31,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:32,0,Avionic Design GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:33,0,Compucase Enterprise Co. Ltd.,,,MA-L,2026-07-05,2026-07-05
00:0C:34,0,"Vixen Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:35,0,KaVo Dental GmbH & Co. KG,,,MA-L,2026-07-05,2026-07-05
00:0C:36,0,"S-Takaya Electronics Industry Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:37,0,"Geomation, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:38,0,TelcoBridges Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:39,0,Sentinel Wireless Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:3A,0,Oxance,,,MA-L,2026-07-05,2026-07-05
00:0C:3B,0,"Orion Electric Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:3C,0,"MediaChorus, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:3D,0,"Glsystech Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:3E,0,Crest Audio,,,MA-L,2026-07-05,2026-07-05
00:0C:3F,0,"Cogent Defence & Security Networks,",,,MA-L,2026-07-05,2026-07-05
00:0C:40,0,Altech Controls,,,MA-L,2026-07-05,2026-07-05
00:0C:41,0,"Cisco-Linksys, LLC",,,MA-L,2026-07-05,2026-07-05
00:0C:42,0,Routerboard.com,,,MA-L,2026-07-05,2026-07-05
00:0C:43,0,MediaTek Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:44,0,"Automated Interfaces, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:45,0,Animation Technologies Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:46,0,Allied Telesyn Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:47,0,SK Teletech(R&D Planning Team),,,MA-L,2026-07-05,2026-07-05
00:0C:48,0,QoStek Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:49,0,Dangaard Telecom Denmark A/S,,,MA-L,2026-07-05,2026-07-05
00:0C:4A,0,Cygnus Microsystems (P) Limited,,,MA-L,2026-07-05,2026-07-05
00:0C:4B,0,Cheops Elektronik,,,MA-L,2026-07-05,2026-07-05
00:0C:4C,0,Arcor AG&Co.,,,MA-L,2026-07-05,2026-07-05
00:0C:4D,0,Curtiss-Wright Controls Avionics & Electronics,,,MA-L,2026-07-05,2026-07-05
00:0C:4E,0,"Winbest Technology CO,LT",,,MA-L,2026-07-05,2026-07-05
00:0C:4F,0,UDTech Japan Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:50,0,Seagate Technology,,,MA-L,2026-07-05,2026-07-05
00:0C:51,0,Scientific Technologies Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:52,0,Roll Systems Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:53,0,Private,,,MA-L,2026-07-05,2026-07-05
00:0C:54,0,"Pedestal Networks, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:55,0,Microlink Communications Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:56,0,Megatel Computer (1986) Corp.,,,MA-L,2026-07-05,2026-07-05
00:0C:57,0,MACKIE Engineering Services Belgium BVBA,,,MA-L,2026-07-05,2026-07-05
00:0C:58,0,M&S Systems,,,MA-L,2026-07-05,2026-07-05
00:0C:59,0,"Indyme Electronics, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:5A,0,IBSmm Embedded Electronics Consulting,,,MA-L,2026-07-05,2026-07-05
00:0C:5B,0,"Hanwang Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:5C,0,GTN Systems B.V.,,,MA-L,2026-07-05,2026-07-05
00:0C:5D,0,Chic Technology (China) Corp.,,,MA-L,2026-07-05,2026-07-05
00:0C:5E,0,Calypso Medical,,,MA-L,2026-07-05,2026-07-05
00:0C:5F,0,"Avtec, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:60,0,ACM Systems,,,MA-L,2026-07-05,2026-07-05
00:0C:61,0,AC Tech corporation DBA Advanced Digital,,,MA-L,2026-07-05,2026-07-05
00:0C:62,0,"ABB AB, Cewe-Control",,,MA-L,2026-07-05,2026-07-05
00:0C:63,0,Zenith Electronics Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:64,0,X2 MSA Group,,,MA-L,2026-07-05,2026-07-05
00:0C:65,0,Sunin Telecom,,,MA-L,2026-07-05,2026-07-05
00:0C:66,0,Pronto Networks Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:67,0,"Oyo Electric Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:68,0,"SigmaTel, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:69,0,National Radio Astronomy Observatory,,,MA-L,2026-07-05,2026-07-05
00:0C:6A,0,Mbari,,,MA-L,2026-07-05,2026-07-05
00:0C:6B,0,Kurz Industrie-Elektronik GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:6C,0,Eve Systems GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:6D,0,Edwards Ltd.,,,MA-L,2026-07-05,2026-07-05
00:0C:6E,0,ASUSTek COMPUTER INC.,,,MA-L,2026-07-05,2026-07-05
00:0C:6F,0,"Amtek system co.,LTD.",,,MA-L,2026-07-05,2026-07-05
00:0C:70,0,ACC GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:71,0,"Wybron, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:72,0,"Tempearl Industrial Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:73,0,"Telson Electronics Co., Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:74,0,Rivertec Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:75,0,Oriental integrated electronics. LTD,,,MA-L,2026-07-05,2026-07-05
00:0C:76,0,"Micro-Star International Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:77,0,Life Racing Ltd,,,MA-L,2026-07-05,2026-07-05
00:0C:78,0,In-Tech Electronics Limited,,,MA-L,2026-07-05,2026-07-05
00:0C:79,0,Extel Communications P/L,,,MA-L,2026-07-05,2026-07-05
00:0C:7A,0,DaTARIUS Technologies GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:7B,0,"ALPHA PROJECT Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:7C,0,Internet Information Image Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:7D,0,"Teikoku Electric Mfg. Co., Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:7E,0,Tellium Incorporated,,,MA-L,2026-07-05,2026-07-05
00:0C:7F,0,synertronixx GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:80,0,Opelcomm Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:81,0,Schneider Electric (Australia),,,MA-L,2026-07-05,2026-07-05
00:0C:82,0,Network Technologies Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:83,0,Logical Solutions,,,MA-L,2026-07-05,2026-07-05
00:0C:84,0,"Eazix, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:85,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:86,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:87,0,Amd,,,MA-L,2026-07-05,2026-07-05
00:0C:88,0,"Apache Micro Peripherals, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:89,0,"AC Electric Vehicles, Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:8A,0,Bose Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:8B,0,Connect Tech Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:8C,0,"Kodicom Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:8D,0,Balluff MV GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:8E,0,Mentor Engineering Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:8F,0,Nergal s.r.l.,,,MA-L,2026-07-05,2026-07-05
00:0C:90,0,Octasic Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:91,0,Riverhead Networks Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:92,0,WolfVision Gmbh,,,MA-L,2026-07-05,2026-07-05
00:0C:93,0,"Xeline Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:94,0,"United Electronic Industries, Inc. (EUI)",,,MA-L,2026-07-05,2026-07-05
00:0C:95,0,PrimeNet,,,MA-L,2026-07-05,2026-07-05
00:0C:96,0,"OQO, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:97,0,NV ADB TTV Technologies SA,,,MA-L,2026-07-05,2026-07-05
00:0C:98,0,LETEK Communications Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:99,0,"HITEL LINK Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:9A,0,Hitech Electronics Corp.,,,MA-L,2026-07-05,2026-07-05
00:0C:9B,0,"EE Solutions, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:9C,0,Chongho information & communications,,,MA-L,2026-07-05,2026-07-05
00:0C:9D,0,"UbeeAirWalk, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:9E,0,MemoryLink Corp.,,,MA-L,2026-07-05,2026-07-05
00:0C:9F,0,NKE Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:A0,0,"StorCase Technology, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:A1,0,"SIGMACOM Co., LTD.",,,MA-L,2026-07-05,2026-07-05
00:0C:A2,0,Harmonic Video Network,,,MA-L,2026-07-05,2026-07-05
00:0C:A3,0,"Rancho Technology, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:A4,0,Prompttec Product Management GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:A5,0,Naman NZ LTd,,,MA-L,2026-07-05,2026-07-05
00:0C:A6,0,Mintera Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:A7,0,"Metro (Suzhou) Technologies Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:A8,0,Garuda Networks Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:A9,0,Ebtron Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:AA,0,Cubic Transportation Systems Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:AB,0,Commend International GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:AC,0,"Citizen Watch Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:AD,0,BTU International,,,MA-L,2026-07-05,2026-07-05
00:0C:AE,0,Ailocom Oy,,,MA-L,2026-07-05,2026-07-05
00:0C:AF,0,"Tri Term Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:B0,0,Star Semiconductor Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:B1,0,Salland Engineering (Europe) BV,,,MA-L,2026-07-05,2026-07-05
00:0C:B2,0,"UNION co., ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:B3,0,"ROUND Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:B4,0,"AutoCell Laboratories, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:B5,0,"Premier Technolgies, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:B6,0,"Nanjing Seu Mobile & Internet Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:B7,0,"Nanjing Huazhuo Electronics Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:B8,0,Medion Ag,,,MA-L,2026-07-05,2026-07-05
00:0C:B9,0,Lea,,,MA-L,2026-07-05,2026-07-05
00:0C:BA,0,"Jamex, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:BB,0,Iskraemeco,,,MA-L,2026-07-05,2026-07-05
00:0C:BC,0,Iscutum,,,MA-L,2026-07-05,2026-07-05
00:0C:BD,0,"Interface Masters, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:BE,0,Innominate Security Technologies AG,,,MA-L,2026-07-05,2026-07-05
00:0C:BF,0,"Holy Stone Ent. Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:C0,0,Genera Oy,,,MA-L,2026-07-05,2026-07-05
00:0C:C1,0,Eaton Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:C2,0,ControlNet (India) Private Limited,,,MA-L,2026-07-05,2026-07-05
00:0C:C3,0,BeWAN systems,,,MA-L,2026-07-05,2026-07-05
00:0C:C4,0,Tiptel AG,,,MA-L,2026-07-05,2026-07-05
00:0C:C5,0,"Nextlink Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:C6,0,Ka-Ro electronics GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:C7,0,Intelligent Computer Solutions Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:C8,0,"Xytronix Research & Design, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:C9,0,"Ilwoo Data & Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:CA,0,HGST a Western Digital Company,,,MA-L,2026-07-05,2026-07-05
00:0C:CB,0,Design Combus Ltd,,,MA-L,2026-07-05,2026-07-05
00:0C:CC,0,Aeroscout Ltd.,,,MA-L,2026-07-05,2026-07-05
00:0C:CD,0,Iec - Tc57,,,MA-L,2026-07-05,2026-07-05
00:0C:CE,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:CF,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:D0,0,Symetrix,,,MA-L,2026-07-05,2026-07-05
00:0C:D1,0,SFOM Technology Corp.,,,MA-L,2026-07-05,2026-07-05
00:0C:D2,0,Schaffner EMV AG,,,MA-L,2026-07-05,2026-07-05
00:0C:D3,0,Prettl Elektronik Radeberg GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:D4,0,Positron Public Safety Systems inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:D5,0,Passave Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:D6,0,Partner Tech,,,MA-L,2026-07-05,2026-07-05
00:0C:D7,0,Nallatech Ltd,,,MA-L,2026-07-05,2026-07-05
00:0C:D8,0,M. K. Juchheim GmbH & Co,,,MA-L,2026-07-05,2026-07-05
00:0C:D9,0,"Itcare Co., Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:DA,0,"FreeHand Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:DB,0,Brocade Communications Systems LLC,,,MA-L,2026-07-05,2026-07-05
00:0C:DC,0,"BECS Technology, Inc",,,MA-L,2026-07-05,2026-07-05
00:0C:DD,0,AOS technologies AG,,,MA-L,2026-07-05,2026-07-05
00:0C:DE,0,Abb Ag,,,MA-L,2026-07-05,2026-07-05
00:0C:DF,0,JAI Manufacturing,,,MA-L,2026-07-05,2026-07-05
00:0C:E0,0,Trek Diagnostics Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:E1,0,The Open Group,,,MA-L,2026-07-05,2026-07-05
00:0C:E2,0,Rolls-Royce,,,MA-L,2026-07-05,2026-07-05
00:0C:E3,0,Option International N.V.,,,MA-L,2026-07-05,2026-07-05
00:0C:E4,0,"NeuroCom International, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:E5,0,Commscope,,,MA-L,2026-07-05,2026-07-05
00:0C:E6,0,"Fortinet, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:E7,0,MediaTek Inc,,,MA-L,2026-07-05,2026-07-05
00:0C:E8,0,"GuangZhou AnJuBao Co., Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:E9,0,Bloomberg L.P.,,,MA-L,2026-07-05,2026-07-05
00:0C:EA,0,aphona Kommunikationssysteme,,,MA-L,2026-07-05,2026-07-05
00:0C:EB,0,"CNMP Networks, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0C:EC,0,Safran Trusted 4D Inc.,,,MA-L,2026-07-05,2026-07-05
00:0C:ED,0,Real Digital Media,,,MA-L,2026-07-05,2026-07-05
00:0C:EE,0,jp-embedded,,,MA-L,2026-07-05,2026-07-05
00:0C:EF,0,ONE Investment Group Limited,,,MA-L,2026-07-05,2026-07-05
00:0C:F0,0,M & N GmbH,,,MA-L,2026-07-05,2026-07-05
00:0C:F1,0,Intel Corporation,,,MA-L,2026-07-05,2026-07-05
00:0C:F2,0,GAMESA Eólica,,,MA-L,2026-07-05,2026-07-05
00:0C:F3,0,Call Image Sa,,,MA-L,2026-07-05,2026-07-05
00:0C:F4,0,"Akatsuki Electric Mfg.Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:F5,0,InfoExpress,,,MA-L,2026-07-05,2026-07-05
00:0C:F6,0,Sitecom Europe BV,,,MA-L,2026-07-05,2026-07-05
00:0C:F7,0,Nortel Networks,,,MA-L,2026-07-05,2026-07-05
00:0C:F8,0,Nortel Networks,,,MA-L,2026-07-05,2026-07-05
00:0C:F9,0,Xylem Water Solutions,,,MA-L,2026-07-05,2026-07-05
00:0C:FA,0,Digital Systems Corp,,,MA-L,2026-07-05,2026-07-05
00:0C:FB,0,Korea Network Systems,,,MA-L,2026-07-05,2026-07-05
00:0C:FC,0,S2io Technologies Corp,,,MA-L,2026-07-05,2026-07-05
00:0C:FD,0,"Hyundai ImageQuest Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0C:FE,0,"Grand Electronic Co., Ltd",,,MA-L,2026-07-05,2026-07-05
00:0C:FF,0,MRO-TEK Realty Limited,,,MA-L,2026-07-05,2026-07-05
00:0D:00,0,Seaway Networks Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:01,0,"P&E Microcomputer Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:02,0,"NEC Platforms, Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:03,0,"Matrics, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:04,0,Foxboro Eckardt Development GmbH,,,MA-L,2026-07-05,2026-07-05
00:0D:05,0,cybernet manufacturing inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:06,0,Compulogic Limited,,,MA-L,2026-07-05,2026-07-05
00:0D:07,0,Calrec Audio Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:08,0,"AboveCable, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:09,0,Yuehua(Zhuhai) Electronic CO. LTD,,,MA-L,2026-07-05,2026-07-05
00:0D:0A,0,Barco Projection Systems NV,,,MA-L,2026-07-05,2026-07-05
00:0D:0B,0,Buffalo.Inc,,,MA-L,2026-07-05,2026-07-05
00:0D:0C,0,MDI Security Systems,,,MA-L,2026-07-05,2026-07-05
00:0D:0D,0,"ITSupported, LLC",,,MA-L,2026-07-05,2026-07-05
00:0D:0E,0,"Inqnet Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:0F,0,Finlux Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:10,0,Embedtronics Oy,,,MA-L,2026-07-05,2026-07-05
00:0D:11,0,DENTSPLY - Gendex,,,MA-L,2026-07-05,2026-07-05
00:0D:12,0,AXELL Corporation,,,MA-L,2026-07-05,2026-07-05
00:0D:13,0,Wilhelm Rutenbeck GmbH&Co.KG,,,MA-L,2026-07-05,2026-07-05
00:0D:14,0,Vtech Innovation LP dba Advanced American Telephones,,,MA-L,2026-07-05,2026-07-05
00:0D:15,0,Voipac s.r.o.,,,MA-L,2026-07-05,2026-07-05
00:0D:16,0,UHS Systems Pty Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:17,0,Turbo Networks Co.Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:18,0,"Mega-Trend Electronics CO., LTD.",,,MA-L,2026-07-05,2026-07-05
00:0D:19,0,ROBE Show lighting,,,MA-L,2026-07-05,2026-07-05
00:0D:1A,0,Mustek System Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:1B,0,"Kyoto Electronics Manufacturing Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:1C,0,Amesys Defense,,,MA-L,2026-07-05,2026-07-05
00:0D:1D,0,"High-Tek Harness Ent. Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:1E,0,Control Techniques,,,MA-L,2026-07-05,2026-07-05
00:0D:1F,0,AV Digital,,,MA-L,2026-07-05,2026-07-05
00:0D:20,0,"Asahikasei Technosystem Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:21,0,WISCORE Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:22,0,Unitronics LTD,,,MA-L,2026-07-05,2026-07-05
00:0D:23,0,"Smart Solution, Inc",,,MA-L,2026-07-05,2026-07-05
00:0D:24,0,"Sentec E&E Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:25,0,Sanden Corporation,,,MA-L,2026-07-05,2026-07-05
00:0D:26,0,Primagraphics Limited,,,MA-L,2026-07-05,2026-07-05
00:0D:27,0,MICROPLEX Printware AG,,,MA-L,2026-07-05,2026-07-05
00:0D:28,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0D:29,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0D:2A,0,Scanmatic AS,,,MA-L,2026-07-05,2026-07-05
00:0D:2B,0,Racal Instruments,,,MA-L,2026-07-05,2026-07-05
00:0D:2C,0,Lantronix,,,MA-L,2026-07-05,2026-07-05
00:0D:2D,0,NCT Deutschland GmbH,,,MA-L,2026-07-05,2026-07-05
00:0D:2E,0,Matsushita Avionics Systems Corporation,,,MA-L,2026-07-05,2026-07-05
00:0D:2F,0,"AIN Comm.Tech.Co., LTD",,,MA-L,2026-07-05,2026-07-05
00:0D:30,0,IceFyre Semiconductor,,,MA-L,2026-07-05,2026-07-05
00:0D:31,0,"Compellent Technologies, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:32,0,"DispenseSource, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:33,0,Prediwave Corp.,,,MA-L,2026-07-05,2026-07-05
00:0D:34,0,"Shell International Exploration and Production, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:35,0,PAC International Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:36,0,"Wu Han Routon Electronic Co., Ltd",,,MA-L,2026-07-05,2026-07-05
00:0D:37,0,Wiplug,,,MA-L,2026-07-05,2026-07-05
00:0D:38,0,Nissin Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:39,0,Nevion,,,MA-L,2026-07-05,2026-07-05
00:0D:3A,0,Microsoft Corp.,,,MA-L,2026-07-05,2026-07-05
00:0D:3B,0,Microelectronics Technology Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:3C,0,i.Tech Dynamic Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:3D,0,"Hammerhead Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:3E,0,APLUX Communications Ltd.,,,MA-L,2026-07-05,2026-07-05
00:0D:3F,0,VTI Instruments Corporation,,,MA-L,2026-07-05,2026-07-05
00:0D:40,0,Verint Loronix Video Solutions,,,MA-L,2026-07-05,2026-07-05
00:0D:41,0,Siemens AG ICM MP UC RD IT KLF1,,,MA-L,2026-07-05,2026-07-05
00:0D:42,0,Newbest Development Limited,,,MA-L,2026-07-05,2026-07-05
00:0D:43,0,DRS Tactical Systems Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:44,0,Audio BU - Logitech,,,MA-L,2026-07-05,2026-07-05
00:0D:45,0,"Tottori SANYO Electric Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:46,0,Parker SSD Drives,,,MA-L,2026-07-05,2026-07-05
00:0D:47,0,Collex,,,MA-L,2026-07-05,2026-07-05
00:0D:48,0,"AEWIN Technologies Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:49,0,"Triton Systems of Delaware, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:4A,0,Steag ETA-Optik,,,MA-L,2026-07-05,2026-07-05
00:0D:4B,0,"Roku, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:4C,0,Outline Electronics Ltd.,,,MA-L,2026-07-05,2026-07-05
00:0D:4D,0,Ninelanes,,,MA-L,2026-07-05,2026-07-05
00:0D:4E,0,"NDR Co.,LTD.",,,MA-L,2026-07-05,2026-07-05
00:0D:4F,0,Kenwood Corporation,,,MA-L,2026-07-05,2026-07-05
00:0D:50,0,Galazar Networks,,,MA-L,2026-07-05,2026-07-05
00:0D:51,0,"DIVR Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:52,0,Comart system,,,MA-L,2026-07-05,2026-07-05
00:0D:53,0,Beijing 5w Communication Corp.,,,MA-L,2026-07-05,2026-07-05
00:0D:54,0,3Com Ltd,,,MA-L,2026-07-05,2026-07-05
00:0D:55,0,"SANYCOM Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
00:0D:56,0,Dell Inc.,,,MA-L,2026-07-05,2026-07-05
00:0D:57,0,Fujitsu I-Network Systems Limited.,,,MA-L,2026-07-05,2026-07-05
00:0D:58,0,Private,,,MA-L,2026-07-05,2026-07-05
00:0D:59,0,"Amity Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:5A,0,Tiesse SpA,,,MA-L,2026-07-05,2026-07-05
00:0D:5B,0,Smart Empire Investments Limited,,,MA-L,2026-07-05,2026-07-05
00:0D:5C,0,"Robert Bosch GmbH, VT-ATMO",,,MA-L,2026-07-05,2026-07-05
00:0D:5D,0,"Raritan Computer, Inc",,,MA-L,2026-07-05,2026-07-05
00:0D:5E,0,NEC Personal Products,,,MA-L,2026-07-05,2026-07-05
00:0D:5F,0,Minds Inc,,,MA-L,2026-07-05,2026-07-05
00:0D:60,0,IBM Corp,,,MA-L,2026-07-05,2026-07-05
00:0D:61,0,"Giga-Byte Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
00:0D:62,0,Funkwerk Dabendorf GmbH,,,MA-L,2026-07-05,2026-07-05
00:0D:63,0,"DENT Instruments, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:64,0,COMAG Handels AG,,,MA-L,2026-07-05,2026-07-05
00:0D:65,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0D:66,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
00:0D:67,0,Ericsson,,,MA-L,2026-07-05,2026-07-05
00:0D:68,0,"Vinci Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
00:0D:69,0,TMT&D Corporation,,,MA-L,2026-07-05,2026-07-05
00:0D:6A,0,Redwood Technologies LTD,,,MA-L,2026-07-05,2026-07-05
00:0D:6B,0,Mita-Teknik A/S,,,MA-L,2026-07-05,2026-07-05
00:0D:6C,0,M-Audio,,,MA-L,2026-07-05,2026-07-05
00:0D:6D,0,K-Tech Devices Corp.,,,MA-L,2026-07-05,2026-07-05
00:0D:6E,0,K-Patents Oy,,,MA-L,2026-07-05,2026-07-05
00:0D:6F,0,Ember Corporation,,,MA-L,2026-07-05,2026-07-05
