oui,isPrivate,companyName,companyAddress,countryCode,assignmentBlockSize,dateCreated,dateUpdated
C0:F6:EC,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C0:F7:9D,0,Powercode,,,MA-L,2026-07-05,2026-07-05
C0:F8:27,0,Rapidmax Technology Corporation,,,MA-L,2026-07-05,2026-07-05
C0:F8:53,0,Tuya Smart Inc.,,,MA-L,2026-07-05,2026-07-05
C0:F8:7F,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C0:F8:DA,0,"Hon Hai Precision Ind. Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C0:F9:45,0,"Toshiba Toko Meter Systems Co., LTD.",,,MA-L,2026-07-05,2026-07-05
C0:F9:91,0,GME Standard Communications P/L,,,MA-L,2026-07-05,2026-07-05
C0:F9:B0,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C0:F9:D2,0,arkona technologies GmbH,,,MA-L,2026-07-05,2026-07-05
C0:FB:C1,0,Itel Mobile Limited,,,MA-L,2026-07-05,2026-07-05
C0:FD:6F,0,Sagemcom Broadband SAS,,,MA-L,2026-07-05,2026-07-05
C0:FD:84,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
C0:FF:A8,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C0:FF:D4,0,Netgear,,,MA-L,2026-07-05,2026-07-05
C4:00:06,0,Lipi Data Systems Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:00:49,0,Kamama,,,MA-L,2026-07-05,2026-07-05
C4:00:AD,0,"Advantech Technology (CHINA) Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:00:B5,0,"HongKong Tenry Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:01:42,0,MaxMedia Technology Limited,,,MA-L,2026-07-05,2026-07-05
C4:01:7C,0,Ruckus Wireless,,,MA-L,2026-07-05,2026-07-05
C4:01:B1,0,SeekTech INC,,,MA-L,2026-07-05,2026-07-05
C4:01:CE,0,"Presition (2000) Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:02:E1,0,Khwahish Technologies Private Limited,,,MA-L,2026-07-05,2026-07-05
C4:03:A8,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:04:15,0,Netgear,,,MA-L,2026-07-05,2026-07-05
C4:04:7B,0,"Shenzhen YOUHUA Technology Co., Ltd",,,MA-L,2026-07-05,2026-07-05
C4:04:D8,0,Aviva Links Inc.,,,MA-L,2026-07-05,2026-07-05
C4:05:28,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:06:83,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:07:2F,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:07:78,0,"New H3C Technologies Co., Ltd",,,MA-L,2026-07-05,2026-07-05
C4:08:26,0,"Hisense Visual Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:08:4A,0,Nokia,,,MA-L,2026-07-05,2026-07-05
C4:08:80,0,"Shenzhen UTEPO Tech Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:08:98,0,"Dropbeats Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:09:38,0,"Fujian Star-Net Communication Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:09:B7,0,Juniper Networks,,,MA-L,2026-07-05,2026-07-05
C4:0A:CB,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:0B:31,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:0B:CB,0,Xiaomi Communications Co Ltd,,,MA-L,2026-07-05,2026-07-05
C4:0D:96,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:0E:45,0,"ACK Networks,Inc.",,,MA-L,2026-07-05,2026-07-05
C4:0F:08,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:0F:09,0,Hermes electronic GmbH,,,MA-L,2026-07-05,2026-07-05
C4:0F:A6,0,Sernet (Suzhou) Technologies Corporation,,,MA-L,2026-07-05,2026-07-05
C4:10:62,0,Cornet Technology India Pvt Ltd,,,MA-L,2026-07-05,2026-07-05
C4:10:8A,0,Ruckus Wireless,,,MA-L,2026-07-05,2026-07-05
C4:11:E0,0,"Bull Group Co., Ltd",,,MA-L,2026-07-05,2026-07-05
C4:12:34,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:12:EC,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:12:F5,0,D-Link International,,,MA-L,2026-07-05,2026-07-05
C4:13:75,0,Cloud Network Technology Singapore Pte. Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:13:E2,0,"Extreme Networks, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:14:11,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:14:3C,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:14:A2,0,Cisco Meraki,,,MA-L,2026-07-05,2026-07-05
C4:16:88,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:16:8F,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:16:C8,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:16:FA,0,Prysm Inc,,,MA-L,2026-07-05,2026-07-05
C4:17:0E,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:17:FE,0,"Hon Hai Precision Ind. Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:18:E9,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:18:FC,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:19:8B,0,Dominion Voting Systems Corporation,,,MA-L,2026-07-05,2026-07-05
C4:19:D1,0,"Telink Semiconductor (Shanghai) Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:19:EC,0,Qualisys AB,,,MA-L,2026-07-05,2026-07-05
C4:1C:07,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:1C:9C,0,JiQiDao,,,MA-L,2026-07-05,2026-07-05
C4:1C:FF,0,"Vizio, Inc",,,MA-L,2026-07-05,2026-07-05
C4:1E:CE,0,HMI Sources Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:21:B9,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
C4:21:C8,0,Kyocera Corporation,,,MA-L,2026-07-05,2026-07-05
C4:22:4E,0,Telink Micro LLC,,,MA-L,2026-07-05,2026-07-05
C4:23:60,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:23:7A,0,WhizNets Inc.,,,MA-L,2026-07-05,2026-07-05
C4:23:A2,0,PT. Emsonic Indonesia,,,MA-L,2026-07-05,2026-07-05
C4:24:2E,0,Galvanic Applied Sciences Inc,,,MA-L,2026-07-05,2026-07-05
C4:24:56,0,Palo Alto Networks,,,MA-L,2026-07-05,2026-07-05
C4:26:28,0,Airo Wireless,,,MA-L,2026-07-05,2026-07-05
C4:27:28,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
C4:27:8C,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:27:95,0,Vantiva USA LLC,,,MA-L,2026-07-05,2026-07-05
C4:28:2D,0,Embedded Intellect Pty Ltd,,,MA-L,2026-07-05,2026-07-05
C4:29:1D,0,Klemsan Elektrik Elektronik San.Ve Tic.As.,,,MA-L,2026-07-05,2026-07-05
C4:29:96,0,Signify B.V.,,,MA-L,2026-07-05,2026-07-05
C4:2A:D0,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:2B:44,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:2C:03,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:2C:4F,0,"Qingdao Hisense Mobile Communication Technology Co,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:2C:7B,0,Vietnam Post And Telecommunication Industry Technology Join Stock Company,,,MA-L,2026-07-05,2026-07-05
C4:2F:90,0,"Hangzhou Hikvision Digital Technology Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:30:18,0,MCS Logic Inc.,,,MA-L,2026-07-05,2026-07-05
C4:30:CA,0,SD Biosensor,,,MA-L,2026-07-05,2026-07-05
C4:32:D1,0,Farlink Technology Limited,,,MA-L,2026-07-05,2026-07-05
C4:33:06,0,"China Mobile Group Device Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:33:96,0,"Dongguan Hele Electronics Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:34:5B,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:34:6B,0,Hewlett Packard,,,MA-L,2026-07-05,2026-07-05
C4:35:D9,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:36:55,0,"Shenzhen Fenglian Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:36:6C,0,LG Innotek,,,MA-L,2026-07-05,2026-07-05
C4:36:C0,0,Buffalo.Inc,,,MA-L,2026-07-05,2026-07-05
C4:36:DA,0,Rusteletech Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:37:72,0,Virtuozzo International GmbH,,,MA-L,2026-07-05,2026-07-05
C4:38:75,0,"Sonos, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:38:D3,0,"Tagatec Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:39:3A,0,SMC Networks Inc,,,MA-L,2026-07-05,2026-07-05
C4:39:60,0,"GD Midea Air-Conditioning Equipment Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:3A:35,0,Fn-Link Technology Limited,,,MA-L,2026-07-05,2026-07-05
C4:3A:9F,0,Siconix Inc.,,,MA-L,2026-07-05,2026-07-05
C4:3A:BE,0,Sony Corporation,,,MA-L,2026-07-05,2026-07-05
C4:3C:3C,0,Cybelec Sa,,,MA-L,2026-07-05,2026-07-05
C4:3C:B0,0,Shenzhen Bilian Electronic Co.，Ltd,,,MA-L,2026-07-05,2026-07-05
C4:3C:EA,0,Buffalo.Inc,,,MA-L,2026-07-05,2026-07-05
C4:3D:1A,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:3D:C7,0,Netgear,,,MA-L,2026-07-05,2026-07-05
C4:3E:AB,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:40:44,0,RackTop Systems Inc.,,,MA-L,2026-07-05,2026-07-05
C4:40:F6,0,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:41:1E,0,Belkin International Inc.,,,MA-L,2026-07-05,2026-07-05
C4:41:37,0,"Quectel Wireless Solutions Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:42:02,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:42:68,0,"Crestron Electronics, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:43:8F,0,LG Electronics (Mobile Communications),,,MA-L,2026-07-05,2026-07-05
C4:44:7D,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:44:A0,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:45:67,0,SAMBON PRECISON and ELECTRONICS,,,MA-L,2026-07-05,2026-07-05
C4:45:EC,0,"Shanghai Yali Electron Co.,LTD",,,MA-L,2026-07-05,2026-07-05
C4:46:06,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:46:19,0,"Hon Hai Precision Ind. Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:47:3F,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:47:4E,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:48:38,0,"Satcom Direct, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:48:FA,0,Taicang T&W Electronics,,,MA-L,2026-07-05,2026-07-05
C4:49:1B,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:49:3E,0,"Motorola Mobility LLC, a Lenovo Company",,,MA-L,2026-07-05,2026-07-05
C4:49:BB,0,"Mitsumi Electric Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:4A:D0,0,Fireflies Systems,,,MA-L,2026-07-05,2026-07-05
C4:4B:44,0,Omniprint Inc.,,,MA-L,2026-07-05,2026-07-05
C4:4B:D1,0,"Wallys Communications Teachnologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:4D:84,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:4E:1F,0,BlueN,,,MA-L,2026-07-05,2026-07-05
C4:4E:AC,0,"Shenzhen Shiningworth Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:4F:33,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
C4:4F:5F,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:4F:96,0,Alps Alpine,,,MA-L,2026-07-05,2026-07-05
C4:4F:D5,0,Vantiva - Connected Home,,,MA-L,2026-07-05,2026-07-05
C4:50:06,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:50:9C,0,Vantiva - Connected Home,,,MA-L,2026-07-05,2026-07-05
C4:51:8D,0,"Shenzhen YOUHUA Technology Co., Ltd",,,MA-L,2026-07-05,2026-07-05
C4:52:4F,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:53:79,0,Micronview Limited Liability Company,,,MA-L,2026-07-05,2026-07-05
C4:54:44,0,Quanta Computer Inc.,,,MA-L,2026-07-05,2026-07-05
C4:55:A6,0,Cadac Holdings Ltd,,,MA-L,2026-07-05,2026-07-05
C4:55:C2,0,Bach-Simpson,,,MA-L,2026-07-05,2026-07-05
C4:56:00,0,Galleon Embedded Computing,,,MA-L,2026-07-05,2026-07-05
C4:56:FE,0,Lava International Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:57:1F,0,June Life Inc,,,MA-L,2026-07-05,2026-07-05
C4:57:46,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
C4:57:6E,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:57:81,0,Wingtech Group (HongKong) Limited,,,MA-L,2026-07-05,2026-07-05
C4:57:CD,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:58:C2,0,"Shenzhen TATFOOK Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:59:76,0,Fugoo Coorporation,,,MA-L,2026-07-05,2026-07-05
C4:5A:86,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:5A:B1,0,Dell Inc.,,,MA-L,2026-07-05,2026-07-05
C4:5B:AC,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:5B:BE,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
C4:5B:F7,0,ants,,,MA-L,2026-07-05,2026-07-05
C4:5D:83,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:5D:D8,0,HDMI Forum,,,MA-L,2026-07-05,2026-07-05
C4:5E:5C,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:60:0A,0,Huaqin Technology Co.LTD,,,MA-L,2026-07-05,2026-07-05
C4:60:26,0,Sky Uk Limited,,,MA-L,2026-07-05,2026-07-05
C4:60:44,0,Everex Electronics Limited,,,MA-L,2026-07-05,2026-07-05
C4:61:8B,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:61:C7,0,Microsoft Corporation,,,MA-L,2026-07-05,2026-07-05
C4:62:37,0,sunweit industrial limited,,,MA-L,2026-07-05,2026-07-05
C4:62:6B,0,ZPT Vigantice,,,MA-L,2026-07-05,2026-07-05
C4:62:EA,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:63:54,0,"U-Raku, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:63:C4,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:63:FB,0,Neatframe AS,,,MA-L,2026-07-05,2026-07-05
C4:64:13,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:64:B7,0,"Fiberhome Telecommunication Technologies Co.,LTD",,,MA-L,2026-07-05,2026-07-05
C4:64:E3,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
C4:64:F2,0,Infinix mobility limited,,,MA-L,2026-07-05,2026-07-05
C4:65:16,0,Hewlett Packard,,,MA-L,2026-07-05,2026-07-05
C4:66:99,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:67:8B,0,Alphabet Capital Sdn Bhd,,,MA-L,2026-07-05,2026-07-05
C4:67:A1,0,Accelight Technologies (Wuhan) Inc.,,,MA-L,2026-07-05,2026-07-05
C4:67:B5,0,Libratone A/S,,,MA-L,2026-07-05,2026-07-05
C4:67:D1,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:68:D0,0,VTech Telecommunications Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:69:3E,0,Turbulence Design Inc.,,,MA-L,2026-07-05,2026-07-05
C4:69:40,0,Xiaomi Communications Co Ltd,,,MA-L,2026-07-05,2026-07-05
C4:69:F0,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:6A:B7,0,Xiaomi Communications Co Ltd,,,MA-L,2026-07-05,2026-07-05
C4:6B:B4,0,myIDkey,,,MA-L,2026-07-05,2026-07-05
C4:6D:D1,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:6D:F1,0,DataGravity,,,MA-L,2026-07-05,2026-07-05
C4:6E:1F,0,"Tp-Link Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:6E:33,0,"Zhong Ge Smart Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:6E:7B,0,"Shenzhen Rf-Link Technology Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:70:0B,0,"Guangzhou Chip Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:70:AB,0,"Ruijie Networks Co.,LTD",,,MA-L,2026-07-05,2026-07-05
C4:70:BD,0,"Mellanox Technologies, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:71:0F,0,Xiaomi Communications Co Ltd,,,MA-L,2026-07-05,2026-07-05
C4:71:30,0,Fon Technology S.L.,,,MA-L,2026-07-05,2026-07-05
C4:71:54,0,"Tp-Link Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:71:FE,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:72:95,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:73:1E,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:74:1E,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
C4:74:69,0,Bt9,,,MA-L,2026-07-05,2026-07-05
C4:74:F8,0,"Hot Pepper, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:75:AB,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:75:EA,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:77:64,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:77:AB,0,"Beijing ASU Tech Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:77:AF,0,Advanced Digital Broadcast SA,,,MA-L,2026-07-05,2026-07-05
C4:78:A2,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:79:05,0,"Zhejiang Uniview Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:79:81,0,Ehya LTD,,,MA-L,2026-07-05,2026-07-05
C4:79:9F,0,"Haiguang Smart Device Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:7A:5D,0,Panmnesia Inc.,,,MA-L,2026-07-05,2026-07-05
C4:7B:2F,0,Beijing JoinHope Image Technology Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:7B:80,0,"Protempis, LLC",,,MA-L,2026-07-05,2026-07-05
C4:7B:A3,0,NAVIS Inc.,,,MA-L,2026-07-05,2026-07-05
C4:7B:E3,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:7D:46,0,Fujitsu Limited,,,MA-L,2026-07-05,2026-07-05
C4:7D:4F,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:7D:9F,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:7D:A8,0,NXP Semiconductor (Tianjin) LTD.,,,MA-L,2026-07-05,2026-07-05
C4:7D:CC,0,Zebra Technologies Inc,,,MA-L,2026-07-05,2026-07-05
C4:7D:FE,0,A.N. Solutions GmbH,,,MA-L,2026-07-05,2026-07-05
C4:7E:E0,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:7F:51,0,Inventek Systems,,,MA-L,2026-07-05,2026-07-05
C4:80:25,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:80:8A,0,Cloud Diagnostics Canada ULC,,,MA-L,2026-07-05,2026-07-05
C4:82:3F,0,"Fujian Newland Auto-ID Tech. Co,.Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:82:4E,0,"Changzhou Uchip Electronics Co., LTD.",,,MA-L,2026-07-05,2026-07-05
C4:82:E1,0,Tuya Smart Inc.,,,MA-L,2026-07-05,2026-07-05
C4:83:6F,0,Ciena Corporation,,,MA-L,2026-07-05,2026-07-05
C4:84:66,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:84:C0,0,"Motorola Mobility LLC, a Lenovo Company",,,MA-L,2026-07-05,2026-07-05
C4:84:FC,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:85:08,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
C4:86:4F,0,Beijing BitIntelligence Information Technology Co. Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:86:E9,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:88:E5,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:89:ED,0,Solid Optics EU N.V.,,,MA-L,2026-07-05,2026-07-05
C4:8A:5A,0,Jfcontrol,,,MA-L,2026-07-05,2026-07-05
C4:8A:CE,0,"Hisense Visual Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:8B:66,0,"Hui Zhou Gaoshengda Technology Co.,LTD",,,MA-L,2026-07-05,2026-07-05
C4:8B:A3,0,Cisco Meraki,,,MA-L,2026-07-05,2026-07-05
C4:8E:8F,0,"Hon Hai Precision Ind. Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:8F:07,0,"Shenzhen Yihao Hulian Science and Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:8F:C1,0,Deeptrack S.L.U.,,,MA-L,2026-07-05,2026-07-05
C4:91:0C,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:91:3A,0,"Shenzhen Sanland Electronic Co., ltd.",,,MA-L,2026-07-05,2026-07-05
C4:91:CF,0,Luxul,,,MA-L,2026-07-05,2026-07-05
C4:92:4C,0,"Keisokuki Center Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:92:D9,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
C4:93:00,0,8Devices,,,MA-L,2026-07-05,2026-07-05
C4:93:13,0,100fio networks technology llc,,,MA-L,2026-07-05,2026-07-05
C4:93:80,0,Speedytel technology,,,MA-L,2026-07-05,2026-07-05
C4:93:BB,0,"Beijing Xiaomi Mobile Software Co., Ltd",,,MA-L,2026-07-05,2026-07-05
C4:93:D9,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:95:00,0,Amazon Technologies Inc.,,,MA-L,2026-07-05,2026-07-05
C4:95:5F,0,Anhui Saida Technology Limited Liability Company,,,MA-L,2026-07-05,2026-07-05
C4:95:A2,0,"Shenzhen Weijiu Industry And Trade Development Co., Ltd",,,MA-L,2026-07-05,2026-07-05
C4:96:9F,0,Amazon Technologies Inc.,,,MA-L,2026-07-05,2026-07-05
C4:98:05,0,"Minieum Networks, Inc",,,MA-L,2026-07-05,2026-07-05
C4:98:5C,0,"Hui Zhou Gaoshengda Technology Co.,LTD",,,MA-L,2026-07-05,2026-07-05
C4:98:78,0,"Shanghai Moaan Intelligent Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:98:80,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:98:86,0,Qorvo International Pte. Ltd.,,,MA-L,2026-07-05,2026-07-05
C4:9A:02,0,LG Electronics (Mobile Communications),,,MA-L,2026-07-05,2026-07-05
C4:9A:31,0,Zyxel Communications Corporation,,,MA-L,2026-07-05,2026-07-05
C4:9A:89,0,"Suzhou K-Hiragawa Electronic Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:9D:08,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:9D:ED,0,Microsoft Corporation,,,MA-L,2026-07-05,2026-07-05
C4:9E:41,0,G24 Power Limited,,,MA-L,2026-07-05,2026-07-05
C4:9F:4C,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:9F:F3,0,"Mciao Technologies, Inc.",,,MA-L,2026-07-05,2026-07-05
C4:A0:52,0,"Motorola Mobility LLC, a Lenovo Company",,,MA-L,2026-07-05,2026-07-05
C4:A1:51,0,"Sichuan Tianyi Comheart Telecom Co.,LTD",,,MA-L,2026-07-05,2026-07-05
C4:A1:AE,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:A3:66,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
C4:A4:02,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:A4:51,0,Tecno Mobile Limited,,,MA-L,2026-07-05,2026-07-05
C4:A6:4E,0,"Quectel Wireless Solutions Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:A7:2B,0,"Shenzhen Chuangwei-Rgb Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:A8:16,0,eero inc.,,,MA-L,2026-07-05,2026-07-05
C4:A8:1D,0,D-Link International,,,MA-L,2026-07-05,2026-07-05
C4:A9:B8,0,"Xiamenshi C-Chip Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:AA:43,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:AA:99,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
C4:AA:A1,0,"SUMMIT DEVELOPMENT, spol.s r.o.",,,MA-L,2026-07-05,2026-07-05
C4:AA:C4,0,"Zhejiang Dahua Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
C4:AB:4D,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
C4:AB:B2,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
